_id,kilos,frutaNacional,directoNacional,enf,predio,precio.Descarte,precio.FrutaNacional,descarteLavado_descarteGeneral,descarteLavado_pareja,descarteLavado_balin,descarteLavado_descompuesta,descarteLavado_piel,descarteLavado_hojas,descarteEncerado_descarteGeneral,descarteEncerado_pareja,descarteEncerado_balin,descarteEncerado_extra,descarteEncerado_descompuesta,descarteEncerado_suelo,precio.6887f225e5e1fd727f8eb910,precio.688d371d142dfaceecae9958,precio.689a05d0102fb4cb445579bc,exportacion.6887f225e5e1fd727f8eb910,exportacion.688d371d142dfaceecae9958,exportacion.688b99b4611afbbf5e0cacb6,precio.688b99b4611afbbf5e0cacb6,precio.68966e7249e7fd7eff70c74c,precio.68966eb849e7fd7eff70c74d,exportacion.689a05d0102fb4cb445579bc,exportacion.68966eb849e7fd7eff70c74d,exportacion.68966e7249e7fd7eff70c74c,precio.undefined
67ebddf3e130412a2524b025,3757,0,0,EF1-2503456,La Miranda ~ CM Citrus,300,0,1730,0,0,23,0,6,627,1,0,16,5,24,,,,,,1260,1500,0,300,,,,
67ec8fd4e130412a252504e3,2052,0,0,EF1-2504459,La Miranda ~ CM Citrus,300,0,115,0,32,8,0,6,76,174,35,0,8,9,,,,,,1520,1500,0,300,,40,,
67ec9681e130412a25250b37,6358,0,0,EF1-2504460,La Miranda ~ CM Citrus,300,0,2670,12,0,31,0,0,946,2,0,38,0,4,,,,,,2540,1500,0,300,,,,
67edec06cf457e69dc584975,6689,0,0,EF1-2504463,La Miranda ~ CM Citrus,300,0,2071,5,0,31,0,0,1140,0,0,37,0,0,,,,,,3290,1500,0,300,,,,
67eee1bacf457e69dc596255,2274,0,0,EF1-2504465,La Miranda ~ CM Citrus,300,0,511,133,76,23,0,5,285,161,0,37,0,18,,,,,,1014,1500,0,300,,,,
67ef0897cf457e69dc5bd4a8,475,0,0,EF1-2504468,La Miranda ~ CM Citrus,300,0,126,12,17,3,0,1,38,73,0,0,0,5,,,,,,195,1500,0,300,,,,
67ef13a2cf457e69dc5d10cb,6035,0,0,EF1-2504469,La Miranda ~ CM Citrus,300,0,1427,13,0,55,0,0,993,21,0,22,0,13,,,,,,3343,1500,0,300,,,,
67ef3057cf457e69dc5d9a5e,1242,0,0,EF1-2504470,La Miranda ~ CM Citrus,300,0,273,24,47,10,0,0,128,182,0,5,0,0,,,,,,559,1500,0,300,,,,
67ef3630cf457e69dc5d9a90,5788,0,0,EF1-2504471,La Miranda ~ CM Citrus,300,0,1053,8,0,63,0,0,1034,27,0,6,0,15,,,,,,3379,1500,0,300,,,,
67f521accf457e69dc6e969e,281,0,0,EF1-2504482,La Miranda ~ CM Citrus,500,0,38,0,0,1,0,0,41,0,0,0,0,0,,,,,,120,1200,0,500,,80,,
67f527b8cf457e69dc6e96bb,3260,0,0,EF1-2504483,La Miranda ~ CM Citrus,500,0,54,0,3,13,0,0,114,0,0,0,0,5,,,,,,2960,1200,0,500,,80,,
67f6b8bdcf457e69dc6f4edc,500,0,0,EF1-2504485,La Miranda ~ CM Citrus,500,0,67,0,0,2,0,0,110,0,0,0,0,0,,,,,,240,1200,0,500,,80,,
67f6bbe9cf457e69dc6f4eef,3603,0,0,EF1-2504486,La Miranda ~ CM Citrus,500,0,80,0,3,16,0,1,158,0,7,0,0,11,,,,,,3240,1200,0,500,,40,,
67f716becf457e69dc6f89ca,1297,0,0,EF1-2504493,La Miranda ~ CM Citrus,500,0,174,0,0,4,0,0,232,0,0,0,0,0,,,,,,520,1200,0,500,,360,,
67f71e7fcf457e69dc6f89d8,6204,1311,0,EF1-2504494,La Miranda ~ CM Citrus,500,400,164,13,11,23,0,2,258,147,0,0,0,13,,,,,,4160,1200,0,0,,,,
67f849b5cf457e69dc785fa4,378,228,0,EF1-2504500,La Miranda ~ CM Citrus,500,0,9,14,30,11,0,1,-5,71,11,0,6,0,,,,,,,1200,0,0,,,,
67f84d1dcf457e69dc78c7b5,951,879,0,EF1-2504501,La Miranda ~ CM Citrus,500,0,28,4,0,2,0,0,5,6,0,0,0,9,,,,,,,1200,0,0,,,,
67fd8764c94d0cf905c8a754,442,0,442,EF1-2504517,La Miranda ~ CM Citrus,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1200,0,0,,,,
67fd8ae8c94d0cf905c8e30e,4148,275,0,EF1-2504518,La Miranda ~ CM Citrus,100,400,102,0,0,30,0,0,247,0,18,0,76,19,,,,,,3080,1200,0,0,,,,
67febfc6c94d0cf905ca3a20,899,0,899,EF1-2504520,La Miranda ~ CM Citrus,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1200,0,0,,,,
67fec16dc94d0cf905ca419d,3586,0,0,EF1-2504521,La Miranda ~ CM Citrus,100,0,102,0,0,16,0,4,218,0,0,0,0,11,,,,,,3200,1200,0,0,,,,
680ac8413b95170590db55ce,221,0,0,EF1-2504551,La Miranda ~ CM Citrus,100,0,27,0,0,2,0,0,62,5,0,2,0,0,,,,,,120,1200,0,0,,,,
680ac9753b95170590db55ee,1106,0,0,EF1-2504552,La Miranda ~ CM Citrus,100,0,134,0,0,7,0,2,199,0,0,0,0,0,,,,,,760,1200,0,0,,,,
68112a181ec70fb65e85923d,266,0,0,EF1-2504582,La Miranda ~ CM Citrus,800,0,12,0,0,0,0,-3,27,0,0,11,0,0,2300,2300,1000,96,16,,,,,,,,
68193b7b99cc5973c302290c,1384,0,0,EF1-2505629,La Miranda ~ CM Citrus,100,0,201,35,9,16,0,3,136,79,0,0,0,10,,,,,,864,1200,0,100,,,,
681a85f499cc5973c3091130,2767,0,0,EF1-2505631,La Miranda ~ CM Citrus,100,0,519,10,0,28,0,1,471,46,0,12,0,14,,,,,,1611,1200,0,100,,,,
681bdf2699cc5973c3139390,135,0,135,EF1-2505639,La Miranda ~ CM Citrus,100,0,,,,,,,,,,,,,,,,,,,1200,0,100,,,,
681be16999cc5973c31393b5,1421,0,0,EF1-2505640,La Miranda ~ CM Citrus,100,0,118,0,3,0,0,0,247,0,0,19,20,31,,,,,,836,1200,0,100,,120,,
6822878a28828c403a559e8e,991,0,0,EF1-2505678,La Miranda ~ CM Citrus,0,0,26,0,29,4,0,0,37,0,14,0,0,0,,,,,,640,1200,0,100,,240,,
68228a1028828c403a55a1d5,109,0,109,EF8-250553,La Miranda ~ CM Citrus,0,0,,,,,,,,,,,,,,,,,,,1200,0,100,,,,
